ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
1,0.44734405260109544,-2.010495291592922,-0.013269977074367044,-0.7041427776945409,-0.6536301852524407,-0.3338805639369376,-0.5260775369341794,-0.9910391467083274,1.6611414545280159,-1.4562594648885268,1
2,1.1181737692078706,-2.010495291592922,-0.013269977074367044,1.4189019586712754,0.1540491615811912,-0.9866268587161036,-0.5260775369341794,1.0090418762179427,2.523256318650958,-0.3074111272519379,1
3,-1.56514509721923,-2.010495291592922,-1.769395325489489,-0.7041427776945409,-0.5293718242011126,0.31886573084222836,-0.5260775369341794,1.0090418762179427,1.8910387516274672,-0.13028410592360135,1
4,-0.8943153806124549,-2.010495291592922,-0.8913326512819281,0.0035388010940645377,-0.6743399120943286,0.31886573084222836,1.0389379192214174,1.0090418762179427,-0.29298557081731924,-1.4909416788549141,1
5,-0.22348566400567968,-2.010495291592922,-1.769395325489489,-0.7041427776945409,-0.5086620973592246,-0.3338805639369376,1.0389379192214174,-0.9910391467083274,1.7760901030777416,-0.6814835778894041,1
6,1.1181737692078706,-2.010495291592922,-0.8913326512819281,-1.4118243564831463,-0.9642760878807606,-0.3338805639369376,1.0389379192214174,-0.9910391467083274,-0.17803692226759366,-1.3423036189989674,1
7,0.44734405260109544,-2.010495291592922,-0.8913326512819281,0.71122037988267,0.858179874205383,-0.3338805639369376,-0.5260775369341794,-0.9910391467083274,-0.6953058407413589,-0.7514673310715789,1
8,1.1181737692078706,-2.010495291592922,-0.013269977074367044,-1.4118243564831463,0.5061145178932871,-0.9866268587161036,-0.5260775369341794,-0.9910391467083274,1.8910387516274672,-0.483299498081475,1
9,-1.56514509721923,-2.010495291592922,-0.8913326512819281,0.71122037988267,-1.2127928099834164,-0.3338805639369376,-0.5260775369341794,-0.9910391467083274,-0.23551124654245648,-1.0673232082654658,1
10,-0.8943153806124549,-2.010495291592922,-0.8913326512819281,-0.7041427776945409,-0.9228566341969846,-0.3338805639369376,1.0389379192214174,-0.9910391467083274,0.799026590405074,-1.4847484263609165,1
